¿compras_productos_de_dermocosmética?,¿has_comprado_productos_de_dermocosmética_en_fybeca_alguna_vez?,"cuando_piensas_en_fybeca,_¿qué_tan_asociada_la_percibes_con_productos_de_dermocosmética?",¿cuál_de_las_siguientes_palabras_describe_mejor_a_fybeca_en_dermocosmética?,"la_comunicación_de_fybeca_sobre_dermocosmética_(imágenes,_textos,_promociones)_es:","¿sientes_que_la_comunicación_de_fybeca_aborda_problemas_reales_de_la_piel_(acné,_manchas,_sensibilidad,_envejecimiento,_etc.)?",¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_beneficios_claros_del_producto,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_recomendaciones_según_tipo_de_piel,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_antes_y_después_/_resultados,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_consejos_de_expertos,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_promociones_y_descuentos,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_comparación_entre_productos,¿cómo_percibes_los_precios_de_fybeca_en_dermocosmética?,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_totalmente_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_ni_de_acuerdo_ni_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_de_acuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_totalmente_de_acuerdo,¿qué_tanto_confías_en_fybeca_como_experta_en_el_cuidado_de_la_piel?,¿crees_que_en_fybeca_puedes_recibir_asesoría_adecuada_para_elegir_productos_dermocosméticos?,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_personal_capacitado,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_recomendaciones_dermatológicas,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_test_de_piel,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_contenido_educativo,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_opiniones_de_otros_clientes,¿qué_debería_mejorar_fybeca_para_que_la_elijas_como_tu_principal_lugar_de_compra_de_dermocosmética?,ciudad:,ciudad
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,Precio,"Calidad, Producto",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,nan,"Dentro de Mis compras tienen una óptima atención y un orden adecuado para saber elegir sin buscar tanto un producto, Tal vez ayudar con un poco más de descuentos a sus clientes",Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,nan,nan,nan,nan,Comparación entre productos,Similares,nan,nan,"Precio, Calidad, Producto",nan,nan,Mucho,En parte,nan,nan,nan,nan,Opiniones de otros clientes,Personal más capacitado para una mejor asesoría sobre el producto a comprar,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,nan,nan,nan,nan,Comparación entre productos,Más altos,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,No,nan,Recomendaciones dermatológicas,nan,nan,nan,Debería tener precios más accesibles,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,En parte,nan,nan,nan,Consejos de expertos,nan,nan,Similares,Precio,nan,nan,"Calidad, Producto",nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,"El personal más preparado para dar sugerencias, cuando no están las impulsadoras",Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,Producto,"Precio, Calidad",nan,nan,Mucho,En parte,nan,nan,nan,nan,Opiniones de otros clientes,Mejor preparación del personal en todas las líneas de dermocosmetica,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,la verdad nada siempre elijo comprar allí por que me dan super buena asesoria con mi piel y productos .,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Poco clara,En parte,nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,"Asesoramiento, capacitación, día de cosmética",Milagro,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Experta,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,Precio,"Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Me gustaría que entren más líneas dercomestica,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Hacesoral al personal en farmacia pequeñas,Quito,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,El triunfo Guayas,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,"Precio, Calidad, Producto",nan,nan,nan,nan,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,PrecioA,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,nan,Similares,"Precio, Producto",Calidad,nan,nan,nan,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Las chicas que impulsas son medias exclusivas,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Más bajos que la competencia,Precio,nan,nan,nan,"Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Excelente,Portoviejo,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Poco asociada,No la asocio con dermocosmética,Clara,No he notado su comunicación,Beneficios claros del producto,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Algo,No lo sé,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Oferta o promociones,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,Precio,nan,"Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Bajen un poco el precio,Daule,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,Opiniones de otros clientes,Tener más material educativo sobre casos de dermatología comunes y que productos usar sobretodo con personas con alergias,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Moderna,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Personal capacitado,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,nan,Antes y después / resultados,nan,nan,Comparación entre productos,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Personal capacitado para asesorias y que tengan el animo de guiarte,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Que el personal esté capacitado,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Todo está bien,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Tener más contenido educativo y promover,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Confusa,Confusa,En parte,nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,Comparación entre productos,Similares,nan,nan,nan,"Precio, Producto",Calidad,Poco,No lo sé,Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Un dermatologo que oriente en la compra,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,En parte,nan,Recomendaciones dermatológicas,Test de piel,nan,Opiniones de otros clientes,"Que me den una buena asesoría no solo por vender, que recomienden algo que realmente vaya a funcionar",Gye,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Sus Promociones 👍,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Moderna,Clara,"Sí, claramente",Beneficios claros del producto,nan,nan,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Publicidad,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,Precio,Producto,Calidad,Algo,En parte,Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Descuentos y promociones.,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",nan,nan,Test de piel,nan,nan,Más información sobre el producto,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Moderna,Poco clara,En parte,nan,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Poco,No lo sé,Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Atención personalizada,Cuenca,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Confusa,"Sí, claramente",nan,nan,Antes y después / resultados,nan,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,Producto,nan,"Precio, Calidad",Mucho,En parte,nan,nan,Test de piel,nan,nan,"Los precios, que sea más claro cuando son sus promociones",Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confusa,Poco clara,No he notado su comunicación,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,Comparación entre productos,No lo sé,nan,nan,"Precio, Producto",Calidad,nan,Poco,No,Personal capacitado,nan,nan,nan,nan,Testimonios de usuarios. Personal capacitado,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,No,nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Nada,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,nan,nan,nan,Consejos de expertos,nan,nan,No lo sé,nan,nan,nan,Precio,"Calidad, Producto",Algo,En parte,nan,nan,nan,nan,Opiniones de otros clientes,Mas días de descuentos,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,No,nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Más bajos que la competencia,nan,nan,Precio,nan,"Calidad, Producto",Mucho,No lo sé,nan,nan,nan,nan,Opiniones de otros clientes,"Que en una sola percha coloquen estos productos,.",Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Calidad, Producto",Precio,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Más descuentos,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,"Sí, claramente",nan,nan,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Más altos,nan,nan,nan,nan,"Precio, Calidad, Producto",Algo,En parte,nan,nan,Test de piel,nan,Opiniones de otros clientes,Precios,Guayaquil,Guayaquil
Sí,"No, nunca",Algo asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,No lo sé,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,No lo sé,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Personas capacitadas para hablar del tema,Guayaquil,Guayaquil
Sí,"No, nunca",Algo asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Recomendaciones dermatólogicas,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Promociones,Guayaquil,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Promociones,Guayaquil,Guayaquil
Sí,"No, nunca",Algo asociada,Básica,Poco clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Más altos,nan,nan,nan,Precio,"Calidad, Producto",Poco,No lo sé,Personal capacitado,nan,nan,nan,nan,La atención,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Dar más asesoría a sus trabajadores sobre los productos y una atención más amigable,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,Test de piel,nan,nan,Quizás que en algunas tiendas exista más personal que atienda inquietudes personalizadas.,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Clara,En parte,nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,"Calidad, Producto",Precio,nan,Algo,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Precio,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,En parte,nan,Recomendaciones dermatológicas,nan,Contenido educativo,nan,Que el precio sea más bajo,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Más promoción con muestra del producto,Guayaquil,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Precios,Daule,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Similares,nan,Calidad,nan,"Precio, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Tener un espacio parctici de dermocosmetica,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,nan,nan,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Mayor variedad de productos,Portoviejo,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,No la he visto,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,Más altos,nan,Precio,nan,nan,"Calidad, Producto",Poco,No lo sé,Personal capacitado,nan,Test de piel,nan,nan,Exhibidor de productos con un personal capacitado en ello,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,Promociones y descuentos,nan,Similares,Calidad,nan,Precio,Producto,nan,Mucho,"Sí, totalmente",nan,nan,Test de piel,nan,nan,Más atento al cliente,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Más bajos que la competencia,"Calidad, Producto",nan,nan,Precio,nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Muestras médicas,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Más personal para dar información sobre el producto,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,Contenido educativo,nan,Mas conocimiento del producto,Sambirondón,Guayaquil
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Guayaquil,Guayaquil
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,nan,nan,"Precio, Calidad, Producto",nan,nan,Algo,En parte,Personal capacitado,nan,nan,nan,nan,Mejorar con una atención al cliente osea que cuando vallas a comprar aya alguien que te asesore ok,Guayaquil,Guayaquil
Sí,"No, nunca",Poco asociada,Confiable,Clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,Calidad,nan,"Precio, Producto",nan,nan,Algo,En parte,nan,nan,nan,nan,Opiniones de otros clientes,Precio,Daule,Guayaquil
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Calidad, Producto",Precio,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Nada,Guayaquil,Guayaquil
